"prodcodeid"	"dmdid"	"termfromemis"	"productname"	"formulation"	"routeofadministration"	"drugsubstancename"	"substancestrength"	"bnfchapter"
"11898641000033117"	"33749511000001100"	"stelara 130mg/26ml concentrate for solution for infusion vials (janssen-cilag ltd)"	"stelara 130mg/26ml concentrate for solution for infusion vials"	"Solution for infusion"	"Intravenous"	"ustekinumab"	"5.000mg/1.000ml"	NA
"11903641000033119"	"33760311000001105"	"daclizumab 150mg/1ml solution for injection pre-filled disposable devices"	"daclizumab 150mg/1ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"daclizumab"	"150.000mg/1.000ml"	"08020400"
"12039041000033111"	"39695911000001106"	"imatinib 400mg capsules"	"imatinib 400mg capsules"	"Capsule/ Oral capsule"	"Oral"	"imatinib mesilate"	"400.000mg"	"08010500"
"12188741000033115"	"34167311000001100"	"everolimus 2mg dispersible tablets sugar free"	"everolimus 2mg dispersible tablets sugar free"	"Dispersible tablet/"	"Oral"	"everolimus"	"2.000mg"	"08010500"
"12188941000033117"	"34167411000001107"	"everolimus 3mg dispersible tablets sugar free"	"everolimus 3mg dispersible tablets sugar free"	"Dispersible tablet/"	"Oral"	"everolimus"	"3.000mg"	"08010500"
"12189141000033113"	"34167511000001106"	"everolimus 5mg dispersible tablets sugar free"	"everolimus 5mg dispersible tablets sugar free"	"Dispersible tablet/"	"Oral"	"everolimus"	"5.000mg"	"08010500"
"12189541000033116"	"34165411000001101"	"votubia 5mg dispersible tablets (novartis pharmaceuticals uk ltd)"	"votubia 5mg dispersible tablets"	"Dispersible tablet/"	"Oral"	"everolimus"	"5.000mg"	NA
"12203741000033111"	"34165611000001103"	"truxima 500mg/50ml concentrate for solution for infusion vials (celltrion healthcare uk ltd)"	"truxima 500mg/50ml concentrate for solution for infusion vials"	"Solution for infusion"	"Intravenous"	"rituximab"	"10.000mg/1.000ml"	NA
"12205341000033114"	"39705411000001108"	"tofacitinib 5mg tablets"	"tofacitinib 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"tofacitinib citrate"	"5.000mg"	"10010300"
"12205541000033119"	"34275911000001103"	"xeljanz 5mg tablets (pfizer ltd)"	"xeljanz 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"tofacitinib citrate"	"5.000mg"	NA
"12207541000033111"	"34346011000001104"	"baricitinib 4mg tablets"	"baricitinib 4mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"baricitinib"	"4.000mg"	"10010300"
"12207641000033112"	"34345711000001105"	"olumiant 4mg tablets (eli lilly and company ltd)"	"olumiant 4mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"baricitinib"	"4.000mg"	NA
"12207941000033117"	"34378411000001105"	"pembrolizumab 100mg/4ml solution for infusion vials"	"pembrolizumab 100mg/4ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"pembrolizumab"	"25.000mg/1.000ml"	"08010500"
"12208141000033115"	"34349311000001108"	"keytruda 100mg/4ml concentrate for solution for infusion vials (merck sharp & dohme (uk) ltd)"	"keytruda 100mg/4ml concentrate for solution for infusion vials"	"Solution for infusion"	"Intravenous"	"pembrolizumab"	"25.000mg/1.000ml"	NA
"12346841000033114"	"34609111000001108"	"benepali 25mg/0.5ml solution for injection pre-filled syringes (biogen idec ltd)"	"benepali 25mg/0.5ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"etanercept"	"50.000mg/1.000ml"	NA
"12352141000033118"	"34625211000001109"	"baricitinib 2mg tablets"	"baricitinib 2mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"baricitinib"	"2.000mg"	"10010300"
"12352241000033113"	"34621111000001100"	"olumiant 2mg tablets (eli lilly and company ltd)"	"olumiant 2mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"baricitinib"	"2.000mg"	NA
"12355041000033113"	"34634311000001103"	"rixathon 100mg/10ml concentrate for solution for infusion vials (sandoz ltd)"	"rixathon 100mg/10ml concentrate for solution for infusion vials"	"Solution for infusion"	"Intravenous"	"rituximab"	"10.000mg/1.000ml"	NA
"12355141000033112"	"34634611000001108"	"rixathon 500mg/50ml concentrate for solution for infusion vials (sandoz ltd)"	"rixathon 500mg/50ml concentrate for solution for infusion vials"	"Solution for infusion"	"Intravenous"	"rituximab"	"10.000mg/1.000ml"	NA
"12355441000033116"	"34633711000001101"	"erelzi 25mg/0.5ml solution for injection pre-filled syringes (sandoz ltd)"	"erelzi 25mg/0.5ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"etanercept"	"50.000mg/1.000ml"	NA
"12355541000033115"	"34633911000001104"	"erelzi 50mg/1ml solution for injection pre-filled syringes (sandoz ltd)"	"erelzi 50mg/1ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"etanercept"	"50.000mg/1.000ml"	NA
"12355641000033119"	"34634111000001100"	"erelzi 50mg/1ml solution for injection pre-filled pens (sandoz ltd)"	"erelzi 50mg/1ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"etanercept"	"50.000mg/1.000ml"	NA
"12369841000033112"	"34682511000001107"	"brodalumab 210mg/1.5ml solution for injection pre-filled syringes"	"brodalumab 210mg/1.5ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"brodalumab"	"140.000mg/1.000ml"	"13050300"
"12369941000033116"	"34626311000001106"	"kyntheum 210mg/1.5ml solution for injection pre-filled syringes (leo pharma)"	"kyntheum 210mg/1.5ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"brodalumab"	"140.000mg/1.000ml"	NA
"12377241000033112"	"34613711000001108"	"truxima 100mg/10ml concentrate for solution for infusion vials (celltrion healthcare uk ltd)"	"truxima 100mg/10ml concentrate for solution for infusion vials"	"Solution for infusion"	"Intravenous"	"rituximab"	"10.000mg/1.000ml"	NA
"12378941000033116"	"23984711000001106"	"golimumab 100mg/1ml solution for injection pre-filled disposable devices"	"golimumab 100mg/1ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"golimumab"	"100.000mg/1.000ml"	"10010300"
"12379041000033113"	"18038011000001101"	"golimumab 50mg/0.5ml solution for injection pre-filled disposable devices"	"golimumab 50mg/0.5ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"golimumab"	"100.000mg/1.000ml"	"10010300"
"12379141000033112"	"18038111000001100"	"golimumab 50mg/0.5ml solution for injection pre-filled syringes"	"golimumab 50mg/0.5ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"golimumab"	"100.000mg/1.000ml"	"10010300"
"12390041000033112"	"34742511000001107"	"sarilumab 150mg/1.14ml solution for injection pre-filled disposable devices"	"sarilumab 150mg/1.14ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"sarilumab"	"131.600mg/1.000ml"	"10010300"
"12390141000033111"	"34742611000001106"	"sarilumab 150mg/1.14ml solution for injection pre-filled syringes"	"sarilumab 150mg/1.14ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"sarilumab"	"131.600mg/1.000ml"	"10010300"
"12390241000033116"	"34742711000001102"	"sarilumab 200mg/1.14ml solution for injection pre-filled disposable devices"	"sarilumab 200mg/1.14ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"sarilumab"	"175.000mg/1.000ml"	"10010300"
"12390441000033115"	"34742811000001105"	"sarilumab 200mg/1.14ml solution for injection pre-filled syringes"	"sarilumab 200mg/1.14ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"sarilumab"	"175.000mg/1.000ml"	"10010300"
"12390541000033119"	"34735911000001107"	"kevzara 150mg/1.14ml solution for injection pre-filled pens (sanofi)"	"kevzara 150mg/1.14ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"sarilumab"	"131.600mg/1.000ml"	NA
"12390641000033118"	"34735311000001106"	"kevzara 150mg/1.14ml solution for injection pre-filled syringes (sanofi genzyme)"	"kevzara 150mg/1.14ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"sarilumab"	"131.600mg/1.000ml"	NA
"12390741000033110"	"34736211000001109"	"kevzara 200mg/1.14ml solution for injection pre-filled pens (sanofi)"	"kevzara 200mg/1.14ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"sarilumab"	"175.000mg/1.000ml"	NA
"12390841000033117"	"34735611000001101"	"kevzara 200mg/1.14ml solution for injection pre-filled syringes (sanofi)"	"kevzara 200mg/1.14ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"sarilumab"	"175.000mg/1.000ml"	NA
"12410041000033119"	"34840511000001108"	"etanercept 25mg/0.5ml solution for injection pre-filled disposable devices"	"etanercept 25mg/0.5ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"etanercept"	"50.000mg/1.000ml"	"10010300"
"12410141000033115"	"34834011000001106"	"enbrel 25mg/0.5ml solution for injection pre-filled myclic pens (pfizer ltd)"	"enbrel 25mg/0.5ml solution for injection pre-filled myclic pens"	"Solution for injection"	"Subcutaneous"	"etanercept"	"50.000mg/1.000ml"	NA
"12441541000033110"	"34951611000001108"	"dupilumab 300mg/2ml solution for injection pre-filled syringes"	"dupilumab 300mg/2ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"dupilumab"	"150.000mg/1.000ml"	NA
"12441741000033119"	"34951811000001107"	"dupixent 300mg/2ml solution for injection pre-filled syringes (sanofi)"	"dupixent 300mg/2ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"dupilumab"	"150.000mg/1.000ml"	NA
"12444141000033116"	"35015211000001101"	"guselkumab 100mg/1ml solution for injection pre-filled syringes"	"guselkumab 100mg/1ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"guselkumab"	"100.000mg/1.000ml"	"13050300"
"12444241000033111"	"35014811000001101"	"tremfya 100mg/1ml solution for injection pre-filled syringes (janssen-cilag ltd)"	"tremfya 100mg/1ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"guselkumab"	"100.000mg/1.000ml"	NA
"12466841000033113"	"35086111000001103"	"canakinumab 150mg/1ml solution for injection vials"	"canakinumab 150mg/1ml solution for injection vials"	"Solution for injection"	"Subcutaneous"	"canakinumab"	"150.000mg/1.000ml"	"08020400"
"12512241000033119"	"35318811000001108"	"adalimumab 20mg/0.2ml solution for injection pre-filled syringes"	"adalimumab 20mg/0.2ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"adalimumab"	"100.000mg/1.000ml"	"10010300"
"12512541000033117"	"35315311000001108"	"humira 20mg/0.2ml solution for injection pre-filled syringes (abbvie ltd)"	"humira 20mg/0.2ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"adalimumab"	"100.000mg/1.000ml"	NA
"12604041000033113"	"35541811000001105"	"nivolumab 240mg/24ml solution for infusion vials"	"nivolumab 240mg/24ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"nivolumab"	"10.000mg/1.000ml"	"08020400"
"12604141000033112"	"35541611000001106"	"opdivo 240mg/24ml concentrate for solution for infusion vials (bristol-myers squibb pharmaceuticals ltd)"	"opdivo 240mg/24ml concentrate for solution for infusion vials"	"Solution for infusion"	"Intravenous"	"nivolumab"	"10.000mg/1.000ml"	NA
"12604241000033117"	"35431611000001103"	"tocilizumab 162mg/0.9ml solution for injection pre-filled disposable devices"	"tocilizumab 162mg/0.9ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"tocilizumab"	"180.000mg/1.000ml"	"10010300"
"12604341000033110"	"35410311000001106"	"roactemra 162mg/0.9ml solution for injection pre-filled pens (roche products ltd)"	"roactemra 162mg/0.9ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"tocilizumab"	"180.000mg/1.000ml"	NA
"12604441000033116"	"35326711000001108"	"herzuma 150mg powder for concentrate for solution for infusion vials (celltrion healthcare uk ltd)"	"herzuma 150mg powder for concentrate for solution for infusion vials"	"Powder for solution for infusion"	"Intravenous"	"trastuzumab"	"150.000mg"	NA
"12635441000033113"	"35734311000001100"	"tofacitinib 10mg tablets"	"tofacitinib 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"tofacitinib citrate"	"10.000mg"	"10010300"
"12635541000033114"	"35725811000001107"	"xeljanz 10mg tablets (pfizer ltd)"	"xeljanz 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"tofacitinib citrate"	"10.000mg"	NA
"12683741000033114"	"36005111000001108"	"amgevita 40mg/0.8ml solution for injection pre-filled pens (amgen ltd)"	"amgevita 40mg/0.8ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"adalimumab"	"50.000mg/1.000ml"	NA
"12685541000033117"	"36004911000001107"	"amgevita 40mg/0.8ml solution for injection pre-filled syringes (amgen ltd)"	"amgevita 40mg/0.8ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"adalimumab"	"50.000mg/1.000ml"	NA
"12712841000033116"	"36441711000001106"	"adalimumab 20mg/0.4ml solution for injection pre-filled syringes"	"adalimumab 20mg/0.4ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"adalimumab"	"50.000mg/1.000ml"	"10010300"
"12712941000033112"	"36435611000001103"	"amgevita 20mg/0.4ml solution for injection pre-filled syringes (amgen ltd)"	"amgevita 20mg/0.4ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"adalimumab"	"50.000mg/1.000ml"	NA
"12873041000033113"	"36457911000001103"	"adalimumab 80mg/0.8ml solution for injection pre-filled disposable devices"	"adalimumab 80mg/0.8ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"adalimumab"	"100.000mg/1.000ml"	"10010300"
"12873141000033112"	"36458011000001101"	"adalimumab 80mg/0.8ml solution for injection pre-filled syringes"	"adalimumab 80mg/0.8ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"adalimumab"	"100.000mg/1.000ml"	"10010300"
"12873241000033117"	"36243611000001104"	"humira 80mg/0.8ml solution for injection pre-filled pens (abbvie ltd)"	"humira 80mg/0.8ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"adalimumab"	"100.000mg/1.000ml"	NA
"12873341000033110"	"36243311000001109"	"humira 80mg/0.8ml solution for injection pre-filled syringes (abbvie ltd)"	"humira 80mg/0.8ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"adalimumab"	"100.000mg/1.000ml"	NA
"12873441000033116"	"36234311000001105"	"hyrimoz 40mg/0.8ml solution for injection pre-filled pens (sandoz ltd)"	"hyrimoz 40mg/0.8ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"adalimumab"	"50.000mg/1.000ml"	NA
"12873541000033115"	"36234511000001104"	"hyrimoz 40mg/0.8ml solution for injection pre-filled syringes (sandoz ltd)"	"hyrimoz 40mg/0.8ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"adalimumab"	"50.000mg/1.000ml"	NA
"12873641000033119"	"36442011000001101"	"imraldi 40mg/0.8ml solution for injection pre-filled pens (biogen idec ltd)"	"imraldi 40mg/0.8ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"adalimumab"	"50.000mg/1.000ml"	NA
"12873741000033111"	"36460211000001102"	"imraldi 40mg/0.8ml solution for injection pre-filled syringes (biogen idec ltd)"	"imraldi 40mg/0.8ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"adalimumab"	"50.000mg/1.000ml"	NA
"12875541000033119"	"35873411000001105"	"guselkumab 100mg/1ml solution for injection pre-filled disposable devices"	"guselkumab 100mg/1ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"guselkumab"	"100.000mg/1.000ml"	"13050300"
"12875641000033118"	"35853311000001101"	"tremfya 100mg/1ml solution for injection pre-filled pens (janssen-cilag ltd)"	"tremfya 100mg/1ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"guselkumab"	"100.000mg/1.000ml"	NA
"12877941000033117"	"35903811000001108"	"trastuzumab 420mg powder for solution for infusion vials"	"trastuzumab 420mg powder for solution for infusion vials"	"Powder for solution for infusion"	"Intravenous"	"trastuzumab"	"420.000mg"	"08010500"
"12885341000033118"	"36441611000001102"	"tildrakizumab 100mg/1ml solution for injection pre-filled syringes"	"tildrakizumab 100mg/1ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"tildrakizumab"	"100.000mg/1.000ml"	"13050300"
"12885441000033112"	"36426611000001106"	"ilumetri 100mg/1ml solution for injection pre-filled syringes (almirall ltd)"	"ilumetri 100mg/1ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"tildrakizumab"	"100.000mg/1.000ml"	NA
"12886741000033110"	"36584011000001109"	"zessly 100mg powder for concentrate for solution for infusion vials (sandoz ltd)"	"zessly 100mg powder for concentrate for solution for infusion vials"	"Powder for solution for infusion"	"Intravenous"	"infliximab"	"100.000mg"	NA
"12903441000033117"	"36590011000001101"	"herzuma 420mg powder for concentrate for solution for infusion vials (celltrion healthcare uk ltd)"	"herzuma 420mg powder for concentrate for solution for infusion vials"	"Powder for solution for infusion"	"Intravenous"	"trastuzumab"	"420.000mg"	NA
"12987541000033113"	"36756311000001105"	"trazimera 150mg powder for concentrate for solution for infusion vials (pfizer ltd)"	"trazimera 150mg powder for concentrate for solution for infusion vials"	"Powder for solution for infusion"	"Intravenous"	"trastuzumab"	"150.000mg"	NA
"13058541000033116"	"37223211000001104"	"dasatinib 10mg/ml oral suspension"	"dasatinib 10mg/ml oral suspension"	"Oral suspension"	"Oral"	"dasatinib monohydrate"	"10.000mg/1.000ml"	"08010500"
"13058741000033112"	"37223011000001109"	"abatacept 50mg/0.4ml solution for injection pre-filled syringes"	"abatacept 50mg/0.4ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"abatacept"	"125.000mg/1.000ml"	"10010300"
"13058841000033119"	"37223111000001105"	"abatacept 87.5mg/0.7ml solution for injection pre-filled syringes"	"abatacept 87.5mg/0.7ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"abatacept"	"125.000mg/1.000ml"	"10010300"
"13058941000033110"	"37217211000001104"	"orencia 50mg/0.4ml solution for injection pre-filled syringes (imported (germany))"	"orencia 50mg/0.4ml solution for injection pre-filled syringes"	"Solution for injection"	NA	"abatacept"	"125.000mg/1.000ml"	NA
"13059041000033118"	"37216911000001105"	"orencia 87.5mg/0.7ml solution for injection pre-filled syringes (imported (germany))"	"orencia 87.5mg/0.7ml solution for injection pre-filled syringes"	"Solution for injection"	NA	"abatacept"	"125.000mg/1.000ml"	NA
"13116541000033116"	"37236211000001108"	"fingolimod 250microgram capsules"	"fingolimod 250microgram capsules"	"Capsule/ Oral capsule"	"Oral"	"fingolimod hydrochloride"	"250.000microgram"	"08020400"
"13116641000033115"	"37143311000001108"	"gilenya 0.25mg capsules (novartis pharmaceuticals uk ltd)"	"gilenya 0.25mg capsules"	"Capsule/ Oral capsule"	"Oral"	"fingolimod hydrochloride"	"250.000microgram"	NA
"13117941000033112"	"37171911000001109"	"nilotinib 50mg capsules"	"nilotinib 50mg capsules"	"Capsule/ Oral capsule"	"Oral"	"nilotinib hydrochloride monohydrate"	"50.000mg"	"08010500"
"13118041000033110"	"37141811000001103"	"tasigna 50mg capsules (novartis pharmaceuticals uk ltd)"	"tasigna 50mg capsules"	"Capsule/ Oral capsule"	"Oral"	"nilotinib hydrochloride monohydrate"	"50.000mg"	NA
"13123741000033114"	"37491411000001106"	"bortezomib 3.5mg/1.4ml solution for injection vials"	"bortezomib 3.5mg/1.4ml solution for injection vials"	"Solution for injection"	"Subcutaneous/ Intravenous"	"bortezomib"	"2.500mg/1.000ml"	"08010500"
"13124041000033114"	"37454411000001102"	"dupilumab 200mg/1.14ml solution for injection pre-filled syringes"	"dupilumab 200mg/1.14ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"dupilumab"	"175.000mg/1.000ml"	NA
"13124141000033113"	"37424911000001109"	"dupixent 200mg/1.14ml solution for injection pre-filled syringes (sanofi)"	"dupixent 200mg/1.14ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"dupilumab"	"175.000mg/1.000ml"	NA
