"prodcodeid"	"dmdid"	"termfromemis"	"productname"	"formulation"	"routeofadministration"	"drugsubstancename"	"substancestrength"	"bnfchapter"
"97241000033118"	"41759111000001102"	"azathioprine 50mg powder for solution for injection vials"	"azathioprine 50mg powder for solution for injection vials"	"Powder for solution for injection"	"Intravenous"	"azathioprine"	"50.000mg"	"08020100"
"98641000033119"	"41759011000001103"	"azathioprine 25mg tablets"	"azathioprine 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"azathioprine"	"25.000mg"	"08020100"
"98741000033111"	"41759311000001100"	"azathioprine 50mg tablets"	"azathioprine 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"azathioprine"	"50.000mg"	"08020100"
"98841000033118"	NA	"azathioprine  tablets  10 mg"	NA	NA	NA	NA	NA	NA
"98941000033114"	NA	"azamune  tablets  50 mg"	NA	NA	NA	NA	NA	NA
"141241000033112"	NA	"berkaprine  tablets  50 mg"	NA	NA	NA	NA	NA	NA
"220041000033112"	"3659911000001102"	"cellcept 250mg capsules (roche products ltd)"	"cellcept 250mg capsules"	"Capsule/ Oral capsule"	"Oral"	"mycophenolate mofetil"	"250.000mg"	NA
"234041000033115"	"3661611000001102"	"cellcept 500mg tablets (roche products ltd)"	"cellcept 500mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"mycophenolate mofetil"	"500.000mg"	NA
"389641000033114"	NA	"cyclosporin  capsules  25 mg"	NA	NA	NA	NA	NA	NA
"391041000033115"	NA	"cyclosporin  intravenous infusion  50 mg/ml"	NA	NA	NA	NA	NA	NA
"470041000033110"	"98511000001108"	"distamine 125mg tablets (alliance pharmaceuticals ltd)"	"distamine 125mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"penicillamine"	"125.000mg"	NA
"470141000033114"	"13711000001108"	"distamine 250mg tablets (alliance pharmaceuticals ltd)"	"distamine 250mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"penicillamine"	"250.000mg"	NA
"752841000033111"	"906711000001106"	"imuran 50mg powder for solution for injection vials (aspen pharma trading ltd)"	"imuran 50mg powder for solution for injection vials"	"Powder for solution for injection"	"Intravenous"	"azathioprine"	"50.000mg"	NA
"754441000033119"	"675711000001108"	"imuran 50mg tablets (aspen pharma trading ltd)"	"imuran 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"azathioprine"	"50.000mg"	NA
"755241000033116"	NA	"imuran  tablets  10 mg"	NA	NA	NA	NA	NA	NA
"755441000033115"	"284711000001102"	"imuran 25mg tablets (aspen pharma trading ltd)"	"imuran 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"azathioprine"	"25.000mg"	NA
"755741000033110"	"318611000001108"	"immunoprin 50mg tablets (ashbourne pharmaceuticals ltd)"	"immunoprin 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"azathioprine"	"50.000mg"	NA
"860741000033110"	NA	"maxtrex  injection  2.5 mg"	NA	NA	NA	NA	NA	NA
"860841000033117"	NA	"maxtrex  injection  25 mg"	NA	NA	NA	NA	NA	NA
"870241000033113"	"322011000001106"	"maxtrex 10mg tablets (pfizer ltd)"	"maxtrex 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"methotrexate"	"10.000mg"	NA
"870341000033115"	"644711000001108"	"maxtrex 2.5mg tablets (pfizer ltd)"	"maxtrex 2.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"methotrexate"	"2.500mg"	NA
"878841000033114"	"36033011000001100"	"methotrexate 1g/40ml solution for injection vials"	"methotrexate 1g/40ml solution for injection vials"	"Solution for injection"	"Intravenous/ Intraarterial/ Intramuscular"	"methotrexate sodium"	"25.000mg/1.000ml"	"08010300"
"878941000033118"	NA	"methotrexate  injection  100 mg/4 ml"	NA	NA	NA	NA	NA	NA
"879041000033110"	"36033111000001104"	"methotrexate 200mg/8ml solution for injection vials"	"methotrexate 200mg/8ml solution for injection vials"	"Solution for injection"	"Intravenous/ Intraarterial/ Intrathecal/ Intramuscular"	"methotrexate sodium"	"25.000mg/1.000ml"	"08010300"
"879141000033114"	"36033411000001109"	"methotrexate 5g/200ml solution for infusion vials"	"methotrexate 5g/200ml solution for infusion vials"	"Solution for infusion"	"Intravenous/ Intraarterial/ Intramuscular"	"methotrexate sodium"	"25.000mg/1.000ml"	"08010300"
"879241000033119"	"36033611000001107"	"methotrexate 5mg/2ml solution for injection vials"	"methotrexate 5mg/2ml solution for injection vials"	"Solution for injection"	"Intravenous/ Intraarterial/ Intrathecal/ Intramuscular"	"methotrexate sodium"	"2.500mg/1.000ml"	"08010300"
"879341000033112"	"36033311000001102"	"methotrexate 50mg/2ml solution for injection vials"	"methotrexate 50mg/2ml solution for injection vials"	"Solution for injection"	"Intravenous/ Intraarterial/ Intrathecal/ Intramuscular/ Intraventricular cardiac"	"methotrexate sodium"	"25.000mg/1.000ml"	"08010300"
"879441000033118"	"36033211000001105"	"methotrexate 500mg/20ml solution for injection vials"	"methotrexate 500mg/20ml solution for injection vials"	"Solution for injection"	"Intravenous/ Intraarterial/ Intramuscular"	"methotrexate sodium"	"25.000mg/1.000ml"	"08010300"
"884741000033118"	NA	"methotrexate  injection  2.5 mg/1 ml"	NA	NA	NA	NA	NA	NA
"884841000033111"	NA	"methotrexate  injection  25 mg/1 ml"	NA	NA	NA	NA	NA	NA
"884941000033115"	NA	"methotrexate  injection  500 mg/vial"	NA	NA	NA	NA	NA	NA
"900241000033114"	"41792011000001100"	"methotrexate 2.5mg tablets"	"methotrexate 2.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"methotrexate"	"2.500mg"	"10010300"
"902041000033117"	"41791811000001102"	"mercaptopurine 50mg tablets"	"mercaptopurine 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"mercaptopurine"	"50.000mg"	"08010300"
"902541000033110"	"41791911000001107"	"methotrexate 10mg tablets"	"methotrexate 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"methotrexate"	"10.000mg"	"10010300"
"904041000033112"	NA	"methotrexate  tablets  25 mg"	NA	NA	NA	NA	NA	NA
"945541000033114"	NA	"myocrisin  injection  1 mg/0.5 ml"	NA	NA	NA	NA	NA	NA
"945641000033110"	"679611000001101"	"myocrisin 10mg/0.5ml solution for injection ampoules (sanofi)"	"myocrisin 10mg/0.5ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"sodium aurothiomalate"	"20.000mg/1.000ml"	NA
"945741000033118"	"494311000001101"	"myocrisin 20mg/0.5ml solution for injection ampoules (sanofi)"	"myocrisin 20mg/0.5ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"sodium aurothiomalate"	"40.000mg/1.000ml"	NA
"945841000033111"	NA	"myocrisin  injection  5 mg/0.5 ml"	NA	NA	NA	NA	NA	NA
"945941000033115"	"786611000001108"	"myocrisin 50mg/0.5ml solution for injection ampoules (sanofi)"	"myocrisin 50mg/0.5ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"sodium aurothiomalate"	"100.000mg/1.000ml"	NA
"958341000033114"	"456811000001107"	"neoral 100mg capsules (novartis pharmaceuticals uk ltd)"	"neoral 100mg capsules"	"Capsule/ Oral capsule"	"Oral"	"ciclosporin"	"100.000mg"	NA
"958441000033115"	"660811000001100"	"neoral 25mg capsules (novartis pharmaceuticals uk ltd)"	"neoral 25mg capsules"	"Capsule/ Oral capsule"	"Oral"	"ciclosporin"	"25.000mg"	NA
"958541000033119"	"319211000001101"	"neoral 50mg capsules (novartis pharmaceuticals uk ltd)"	"neoral 50mg capsules"	"Capsule/ Oral capsule"	"Oral"	"ciclosporin"	"50.000mg"	NA
"964241000033115"	"3490411000001109"	"neoral 100mg/ml oral solution (novartis pharmaceuticals uk ltd)"	"neoral 100mg/ml oral solution"	"Oral solution"	"Oral"	"ciclosporin"	"100.000mg/1.000ml"	NA
"1009241000033113"	NA	"oprisine  tablets  50 mg"	NA	NA	NA	NA	NA	NA
"1064341000033115"	"41793411000001100"	"penicillamine 125mg tablets"	"penicillamine 125mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"penicillamine"	"125.000mg"	"10010300"
"1064441000033114"	"41793511000001101"	"penicillamine 250mg tablets"	"penicillamine 250mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"penicillamine"	"250.000mg"	"10010300"
"1064541000033110"	NA	"penicillamine  tablets  50 mg"	NA	NA	NA	NA	NA	NA
"1145041000033118"	"3832911000001101"	"puri-nethol 50mg tablets (aspen pharma trading ltd)"	"puri-nethol 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"mercaptopurine"	"50.000mg"	NA
"1221841000033110"	"347811000001104"	"sandimmun 25mg capsules (novartis pharmaceuticals uk ltd)"	"sandimmun 25mg capsules"	"Capsule/ Oral capsule"	"Oral"	"ciclosporin"	"25.000mg"	NA
"1221941000033119"	"172611000001109"	"sandimmun 100mg capsules (novartis pharmaceuticals uk ltd)"	"sandimmun 100mg capsules"	"Capsule/ Oral capsule"	"Oral"	"ciclosporin"	"100.000mg"	NA
"1222041000033113"	"638611000001108"	"sandimmun 50mg capsules (novartis pharmaceuticals uk ltd)"	"sandimmun 50mg capsules"	"Capsule/ Oral capsule"	"Oral"	"ciclosporin"	"50.000mg"	NA
"1242041000033111"	NA	"sandimmun  intravenous infusion  50 mg/ml"	NA	NA	NA	NA	NA	NA
"1247941000033110"	"3490711000001103"	"sandimmun 100mg/ml oral solution (novartis pharmaceuticals uk ltd)"	"sandimmun 100mg/ml oral solution"	"Oral solution"	"Oral"	"ciclosporin"	"100.000mg/1.000ml"	NA
"1657941000033110"	"303511000001103"	"neoral 10mg capsules (novartis pharmaceuticals uk ltd)"	"neoral 10mg capsules"	"Capsule/ Oral capsule"	"Oral"	"ciclosporin"	"10.000mg"	NA
"1779941000033113"	"4346311000001104"	"cellcept 500mg powder for solution for infusion vials (roche products ltd)"	"cellcept 500mg powder for solution for infusion vials"	"Powder for solution for infusion"	"Intravenous"	"mycophenolate mofetil hydrochloride"	"500.000mg"	NA
"1898541000033119"	"41790511000001107"	"leflunomide 10mg tablets"	"leflunomide 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"leflunomide"	"10.000mg"	"10010300"
"1898641000033118"	"41790611000001106"	"leflunomide 20mg tablets"	"leflunomide 20mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"leflunomide"	"20.000mg"	"10010300"
"1898741000033110"	"41790411000001108"	"leflunomide 100mg tablets"	"leflunomide 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"leflunomide"	"100.000mg"	"10010300"
"1898841000033117"	"499111000001102"	"arava 10mg tablets (sanofi)"	"arava 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"leflunomide"	"10.000mg"	NA
"1898941000033113"	"62411000001105"	"arava 20mg tablets (sanofi)"	"arava 20mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"leflunomide"	"20.000mg"	NA
"1899041000033116"	"404111000001101"	"arava 100mg tablets (sanofi)"	"arava 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"leflunomide"	"100.000mg"	NA
"1904341000033114"	NA	"cyclosporin  sugar-free oral solution  100 mg/ml"	NA	NA	NA	NA	NA	NA
"2056141000033119"	"36032911000001108"	"methotrexate 1g/10ml solution for injection vials"	"methotrexate 1g/10ml solution for injection vials"	"Solution for injection"	"Intravenous/ Intraarterial/ Intramuscular"	"methotrexate sodium"	"100.000mg/1.000ml"	"08010300"
"2056241000033114"	"36033511000001108"	"methotrexate 5g/50ml solution for infusion vials"	"methotrexate 5g/50ml solution for infusion vials"	"Solution for infusion"	"Intravenous/ Intraarterial/ Intramuscular"	"methotrexate sodium"	"100.000mg/1.000ml"	"08010300"
"2273441000033113"	"4880311000001105"	"copaxone 20mg powder and solvent for solution for injection vials (teva uk ltd)"	"copaxone 20mg powder and solvent for solution for injection vials"	"Powder and solvent for solution for injection"	"Subcutaneous"	"glatiramer acetate"	"20.000mg"	NA
"2668441000033113"	"8665711000001107"	"methotrexate 2.5mg/5ml oral suspension"	"methotrexate 2.5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"methotrexate"	"500.000microgram/1.000ml"	"10010300"
"2736541000033113"	"4881311000001100"	"cellcept 1g/5ml oral suspension (roche products ltd)"	"cellcept 1g/5ml oral suspension"	"Oral suspension"	"Oral/ Gastroenteral"	"mycophenolate mofetil"	"200.000mg/1.000ml"	NA
"2873641000033115"	"8665311000001108"	"methotrexate 15mg/5ml oral solution"	"methotrexate 15mg/5ml oral solution"	"Oral solution"	"Oral"	"methotrexate"	"3.000mg/1.000ml"	"10010300"
"2873741000033112"	"12701511000001101"	"mercaptopurine 50mg/5ml oral suspension"	"mercaptopurine 50mg/5ml oral suspension"	"Oral suspension"	"Oral"	"mercaptopurine"	"10.000mg/1.000ml"	"08010300"
"2924041000033115"	"8664911000001105"	"methotrexate 10mg/5ml oral solution"	"methotrexate 10mg/5ml oral solution"	"Oral solution"	"Oral"	"methotrexate"	"2.000mg/1.000ml"	"10010300"
"3050441000033115"	"8283911000001108"	"azathioprine 20mg/5ml oral suspension"	"azathioprine 20mg/5ml oral suspension"	"Oral suspension"	"Oral"	"azathioprine"	"4.000mg/1.000ml"	"08020100"
"3086941000033119"	"41759811000001109"	"ciclosporin 10mg capsules"	"ciclosporin 10mg capsules"	"Capsule/ Oral capsule"	"Oral"	"ciclosporin"	"10.000mg"	"08020200"
"3087041000033118"	"41760011000001102"	"ciclosporin 25mg capsules"	"ciclosporin 25mg capsules"	"Capsule/ Oral capsule"	"Oral"	"ciclosporin"	"25.000mg"	"08020200"
"3087141000033119"	"41759711000001101"	"ciclosporin 100mg capsules"	"ciclosporin 100mg capsules"	"Capsule/ Oral capsule"	"Oral"	"ciclosporin"	"100.000mg"	"08020200"
"3087241000033114"	"41760111000001101"	"ciclosporin 50mg capsules"	"ciclosporin 50mg capsules"	"Capsule/ Oral capsule"	"Oral"	"ciclosporin"	"50.000mg"	"08020200"
"3087341000033116"	"36139311000001109"	"ciclosporin 100mg/ml oral solution sugar free"	"ciclosporin 100mg/ml oral solution sugar free"	"Oral solution"	"Oral"	"ciclosporin"	"100.000mg/1.000ml"	"08020200"
"3134741000033111"	"8663611000001102"	"mercaptopurine 20mg/ml oral suspension"	"mercaptopurine 20mg/ml oral suspension"	"Oral suspension"	"Oral"	"mercaptopurine"	"20.000mg/1.000ml"	"08010300"
"3151941000033113"	"8308411000001102"	"azathioprine 50mg/5ml oral suspension"	"azathioprine 50mg/5ml oral suspension"	"Oral suspension"	"Oral"	"azathioprine"	"10.000mg/1.000ml"	"08020100"
"3156841000033113"	"36140311000001101"	"ciclosporin 50mg/1ml solution for infusion ampoules"	"ciclosporin 50mg/1ml solution for infusion ampoules"	"Solution for infusion"	"Intravenous"	"ciclosporin"	"50.000mg/1.000ml"	"08020200"
"3156941000033117"	"36139511000001103"	"ciclosporin 250mg/5ml solution for infusion ampoules"	"ciclosporin 250mg/5ml solution for infusion ampoules"	"Solution for infusion"	"Intravenous"	"ciclosporin"	"50.000mg/1.000ml"	"08020200"
"3157041000033116"	"911911000001101"	"sandimmun 50mg/1ml concentrate for solution for infusion ampoules (novartis pharmaceuticals uk ltd)"	"sandimmun 50mg/1ml concentrate for solution for infusion ampoules"	"Solution for infusion"	"Intravenous"	"ciclosporin"	"50.000mg/1.000ml"	NA
"3157141000033117"	"88611000001108"	"sandimmun 250mg/5ml concentrate for solution for infusion ampoules (novartis pharmaceuticals uk ltd)"	"sandimmun 250mg/5ml concentrate for solution for infusion ampoules"	"Solution for infusion"	"Intravenous"	"ciclosporin"	"50.000mg/1.000ml"	NA
"3178741000033116"	"8077511000001108"	"myfortic 180mg gastro-resistant tablets (novartis pharmaceuticals uk ltd)"	"myfortic 180mg gastro-resistant tablets"	"Gastro-resistant tablet"	"Oral"	"mycophenolate sodium"	"180.000mg"	NA
"3178841000033114"	"8077811000001106"	"myfortic 360mg gastro-resistant tablets (novartis pharmaceuticals uk ltd)"	"myfortic 360mg gastro-resistant tablets"	"Gastro-resistant tablet"	"Oral"	"mycophenolate sodium"	"360.000mg"	NA
"3188041000033113"	"8791311000001100"	"azathioprine 10mg capsules"	"azathioprine 10mg capsules"	"Capsule/ Oral capsule"	"Oral"	"azathioprine"	"10.000mg"	"08020100"
"3188541000033115"	"8261711000001107"	"copaxone 20mg/1ml solution for injection pre-filled syringes (teva uk ltd)"	"copaxone 20mg/1ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous"	"glatiramer acetate"	"20.000mg/1.000ml"	NA
"3216241000033117"	"8284111000001107"	"azathioprine 25mg/5ml oral suspension"	"azathioprine 25mg/5ml oral suspension"	"Oral suspension"	"Oral"	"azathioprine"	"5.000mg/1.000ml"	"08020100"
"3282641000033115"	"8796611000001103"	"mercaptopurine 10mg capsules"	"mercaptopurine 10mg capsules"	"Capsule/ Oral capsule"	"Oral"	"mercaptopurine"	"10.000mg"	"08010300"
"3835441000033114"	"9468811000001109"	"methotrexate 25mg/1ml solution for injection pre-filled syringes"	"methotrexate 25mg/1ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intramuscular"	"methotrexate sodium"	"25.000mg/1.000ml"	"08010300"
"3836441000033117"	"8665011000001105"	"methotrexate 10mg/5ml oral suspension"	"methotrexate 10mg/5ml oral suspension"	"Oral suspension"	"Oral"	"methotrexate"	"2.000mg/1.000ml"	"10010300"
"3868841000033111"	"8666111000001100"	"methotrexate 7.5mg/5ml oral suspension"	"methotrexate 7.5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"methotrexate"	"1.500mg/1.000ml"	"10010300"
"3869641000033118"	"10676011000001109"	"methotrexate 7.5mg/0.75ml solution for injection pre-filled syringes"	"methotrexate 7.5mg/0.75ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"methotrexate sodium"	"10.000mg/1.000ml"	"10010300"
"3869741000033110"	"10675611000001107"	"methotrexate 10mg/1ml solution for injection pre-filled syringes"	"methotrexate 10mg/1ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"methotrexate sodium"	"10.000mg/1.000ml"	"10010300"
"3869841000033117"	"10675711000001103"	"methotrexate 15mg/1.5ml solution for injection pre-filled syringes"	"methotrexate 15mg/1.5ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"methotrexate sodium"	"10.000mg/1.000ml"	"10010300"
"3869941000033113"	"10675811000001106"	"methotrexate 20mg/2ml solution for injection pre-filled syringes"	"methotrexate 20mg/2ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"methotrexate sodium"	"10.000mg/1.000ml"	"10010300"
"3870041000033114"	"10675911000001101"	"methotrexate 25mg/2.5ml solution for injection pre-filled syringes"	"methotrexate 25mg/2.5ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"methotrexate sodium"	"10.000mg/1.000ml"	"10010300"
"3870141000033113"	"10672611000001103"	"metoject 7.5mg/0.75ml solution for injection pre-filled syringes (medac uk)"	"metoject 7.5mg/0.75ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"methotrexate sodium"	"10.000mg/1.000ml"	NA
"3870241000033118"	"10672911000001109"	"metoject 10mg/1ml solution for injection pre-filled syringes (medac uk)"	"metoject 10mg/1ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"methotrexate sodium"	"10.000mg/1.000ml"	NA
"3870341000033111"	"10673211000001106"	"metoject 15mg/1.5ml solution for injection pre-filled syringes (medac uk)"	"metoject 15mg/1.5ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"methotrexate sodium"	"10.000mg/1.000ml"	NA
"3870441000033117"	"10673511000001109"	"metoject 20mg/2ml solution for injection pre-filled syringes (medac uk)"	"metoject 20mg/2ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"methotrexate sodium"	"10.000mg/1.000ml"	NA
