"medcodeid"	"originalreadcode"	"cleansedreadcode"	"term"	"snomedctconceptid"	"snomedctdescriptionid"
"1452014"	"1BH0"	"1BH0.00"	"delusion of persecution"	"216004"	"1452014"
"4569010"	"1BH-1"	"1BH..11"	"delusion"	"2073000"	"4569010"
"9225016"	"E1005"	"E100500"	"schizophrenia in remission"	"4926007"	"9225016"
"10122017"	"E13y1"	"E13y100"	"brief reactive psychosis"	"5464005"	"10122017"
"23211011"	"E210"	"E210.00"	"paranoid personality disorder"	"13601005"	"23211011"
"28758018"	"E1001"	"E100100"	"subchronic schizophrenia"	"16990005"	"28758018"
"43595011"	"E106"	"E106.00"	"residual schizophrenia"	"26025008"	"43595011"
"52897013"	"E1032"	"E103200"	"chronic paranoid schizophrenia"	"31658008"	"52897013"
"71539017"	"E1021"	"E102100"	"subchronic catatonic schizophrenia"	"42868002"	"71539017"
"105029017"	"E1035"	"E103500"	"paranoid schizophrenia in remission"	"63181006"	"105029017"
"107878010"	"E103"	"E103.00"	"paranoid schizophrenia"	"64905009"	"107878010"
"114616017"	"E1022"	"E102200"	"chronic catatonic schizophrenia"	"68995007"	"114616017"
"119579013"	"E141"	"E141.00"	"disintegrative psychosis"	"71961003"	"119579013"
"132503015"	"E1031"	"E103100"	"subchronic paranoid schizophrenia"	"79866005"	"132503015"
"178723016"	"E1025"	"E102500"	"catatonic schizophrenia in remission"	"111483008"	"178723016"
"251188012"	"13Y2"	"13Y2.00"	"schizophrenia association member"	"161103001"	"251188012"
"251190013"	"13Y3"	"13Y3.00"	"manic-depression association member"	"161104007"	"251190013"
"251628010"	"1464"	"1464.00"	"h/o: schizophrenia"	"161468000"	"251628010"
"294660013"	"E00z"	"E00z.00"	"senile or presenile psychoses nos"	"268612007"	"401757012"
"294725013"	"E10"	"E10..00"	"schizophrenic disorders"	"191526005"	"294725013"
"294726014"	"E100-1"	"E100.11"	"schizophrenia simplex"	"191527001"	"294726014"
"294727017"	"E100"	"E100.00"	"simple schizophrenia"	"191527001"	"294727017"
"294728010"	"E1000"	"E100000"	"unspecified schizophrenia"	"58214004"	"96745016"
"294730012"	"E1003"	"E100300"	"acute exacerbation of subchronic schizophrenia"	"111482003"	"178722014"
"294731011"	"E1004"	"E100400"	"acute exacerbation of chronic schizophrenia"	"191531007"	"294731011"
"294734015"	"E100z"	"E100z00"	"simple schizophrenia nos"	"191527001"	"294727017"
"294735019"	"E1010"	"E101000"	"unspecified hebephrenic schizophrenia"	"35252006"	"2881679010"
"294736018"	"E1011"	"E101100"	"subchronic hebephrenic schizophrenia"	"27387000"	"3425705018"
"294737010"	"E1012"	"E101200"	"chronic hebephrenic schizophrenia"	"12939007"	"3425737017"
"294738017"	"E1013"	"E101300"	"acute exacerbation of subchronic hebephrenic schizophrenia"	"14291003"	"3654249015"
"294739013"	"E1014"	"E101400"	"acute exacerbation of chronic hebephrenic schizophrenia"	"191539009"	"294739013"
"294740010"	"E1015"	"E101500"	"hebephrenic schizophrenia in remission"	"31373002"	"3425623018"
"294741014"	"E101z"	"E101z00"	"hebephrenic schizophrenia nos"	"35252006"	"2881679010"
"294742019"	"E102"	"E102.00"	"catatonic schizophrenia"	"191542003"	"294742019"
"294743012"	"Eu202-4"	"Eu20214"	"[x]schizophrenic flexibilatis cerea"	"191542003"	"294743012"
"294744018"	"E1020"	"E102000"	"unspecified catatonic schizophrenia"	"191542003"	"294742019"
"294750011"	"E1023"	"E102300"	"acute exacerbation of subchronic catatonic schizophrenia"	"191547009"	"294750011"
"294751010"	"E1024"	"E102400"	"acute exacerbation of chronic catatonic schizophrenia"	"191548004"	"294751010"
"294753013"	"E102z"	"E102z00"	"catatonic schizophrenia nos"	"191542003"	"294742019"
"294754019"	"E1030"	"E103000"	"unspecified paranoid schizophrenia"	"64905009"	"107878010"
"294757014"	"E1033"	"E103300"	"acute exacerbation of subchronic paranoid schizophrenia"	"191554003"	"294757014"
"294758016"	"E1034"	"E103400"	"acute exacerbation of chronic paranoid schizophrenia"	"191555002"	"294758016"
"294760019"	"E103z"	"E103z00"	"paranoid schizophrenia nos"	"64905009"	"107878010"
"294764011"	"E105"	"E105.00"	"latent schizophrenia"	"191559008"	"294764011"
"294765012"	"E1050"	"E105000"	"unspecified latent schizophrenia"	"191559008"	"294764011"
"294766013"	"E1051"	"E105100"	"subchronic latent schizophrenia"	"191561004"	"294766013"
"294767016"	"E1052"	"E105200"	"chronic latent schizophrenia"	"191562006"	"294767016"
"294768014"	"E1053"	"E105300"	"acute exacerbation of subchronic latent schizophrenia"	"191563001"	"294768014"
"294769018"	"E1054"	"E105400"	"acute exacerbation of chronic latent schizophrenia"	"191564007"	"294769018"
"294770017"	"E1055"	"E105500"	"latent schizophrenia in remission"	"191565008"	"294770017"
"294771018"	"E105z"	"E105z00"	"latent schizophrenia nos"	"191559008"	"294764011"
"294773015"	"E107-1"	"E107.11"	"cyclic schizophrenia"	"191567000"	"294773015"
"294787015"	"E10y1"	"E10y100"	"coenesthopathic schizophrenia"	"191577003"	"294787015"
"294788013"	"E10y-1"	"E10y.11"	"cenesthopathic schizophrenia"	"191577003"	"294788013"
"294789017"	"E10yz"	"E10yz00"	"other schizophrenia nos"	"58214004"	"96745016"
"294790014"	"E10z"	"E10z.00"	"schizophrenia"	"58214004"	"96745016"
"294810017"	"E111"	"E111.00"	"recurrent manic episodes"	"191590005"	"294810017"
"294811018"	"E1110"	"E111000"	"recurrent manic episodes, unspecified"	"191590005"	"294810017"
"294812013"	"E1111"	"E111100"	"recurrent manic episodes, mild"	"191592002"	"294812013"
"294813015"	"E1112"	"E111200"	"recurrent manic episodes, moderate"	"191593007"	"294813015"
"294815010"	"E1114"	"E111400"	"recurrent manic episodes, severe, with psychosis"	"191595000"	"294815010"
"294817019"	"E1116"	"E111600"	"recurrent manic episodes, in full remission"	"191597008"	"294817019"
"294818012"	"E111z"	"E111z00"	"recurrent manic episode nos"	"191590005"	"294810017"
"294847017"	"E114-1"	"E114.11"	"manic-depressive - now manic"	"191618007"	"294847017"
"294848010"	"E1140"	"E114000"	"bipolar affective disorder, currently manic, unspecified"	"191618007"	"294846014"
"294849019"	"E1141"	"E114100"	"bipolar affective disorder, currently manic, mild"	"191620005"	"294849019"
"294850019"	"E1142"	"E114200"	"bipolar affective disorder, currently manic, moderate"	"191621009"	"294850019"
"294858014"	"E114z"	"E114z00"	"bipolar affective disorder, currently manic, nos"	"191618007"	"294846014"
"294860011"	"E115-1"	"E115.11"	"manic-depressive - now depressed"	"191627008"	"294860011"
"294861010"	"E1150"	"E115000"	"bipolar affective disorder, currently depressed, unspecified"	"191627008"	"294859018"
"294862015"	"E1151"	"E115100"	"bipolar affective disorder, currently depressed, mild"	"191629006"	"294862015"
"294863013"	"E1152"	"E115200"	"bipolar affective disorder, currently depressed, moderate"	"191630001"	"294863013"
"294868016"	"E115z"	"E115z00"	"bipolar affective disorder, currently depressed, nos"	"191627008"	"294859018"
"294869012"	"E116"	"E116.00"	"mixed bipolar affective disorder"	"191636007"	"294869012"
"294870013"	"E1160"	"E116000"	"mixed bipolar affective disorder, unspecified"	"191636007"	"294869012"
"294871012"	"E1161"	"E116100"	"mixed bipolar affective disorder, mild"	"191638008"	"294871012"
"294872017"	"E1162"	"E116200"	"mixed bipolar affective disorder, moderate"	"191639000"	"294872017"
"294874016"	"E1164"	"E116400"	"mixed bipolar affective disorder, severe, with psychosis"	"191641004"	"294874016"
"294876019"	"E1166"	"E116600"	"mixed bipolar affective disorder, in full remission"	"191643001"	"294876019"
"294877011"	"E116z"	"E116z00"	"mixed bipolar affective disorder, nos"	"191636007"	"294869012"
"294880012"	"E117"	"E117.00"	"unspecified bipolar affective disorder"	"13746004"	"2839307017"
"294881011"	"E1170"	"E117000"	"unspecified bipolar affective disorder, unspecified"	"13746004"	"2839307017"
"294882016"	"E1171"	"E117100"	"mild bipolar disorder"	"13313007"	"22777014"
"294883014"	"E1172"	"E117200"	"moderate bipolar disorder"	"79584002"	"132034014"
"294887010"	"E1176"	"E117600"	"bipolar disorder in full remission"	"41836007"	"69794013"
"294888017"	"E117z"	"E117z00"	"unspecified bipolar affective disorder, nos"	"13746004"	"2839307017"
"294891017"	"E11y"	"E11y.00"	"other and unspecified manic-depressive psychoses"	"13746004"	"1221011015"
"294892012"	"E11y0"	"E11y000"	"unspecified manic-depressive psychoses"	"13746004"	"1221011015"
"294893019"	"E11y1"	"E11y100"	"atypical manic disorder"	"191658009"	"294893019"
"294895014"	"E11y3"	"E11y300"	"mixed bipolar i disorder"	"16506000"	"27929014"
"294896010"	"E11yz"	"E11yz00"	"other and unspecified manic-depressive psychoses nos"	"13746004"	"1221011015"
"294904016"	"E120"	"E120.00"	"simple paranoid state"	"191668004"	"294904016"
"294908018"	"E123-1"	"E123.11"	"folie a deux"	"191670008"	"294908018"
"294909014"	"E123"	"E123.00"	"shared paranoid disorder"	"191670008"	"294909014"
"294910016"	"E12y"	"E12y.00"	"other paranoid states"	"191667009"	"294903010"
"294911017"	"E12y0"	"E12y000"	"paranoia querulans"	"191672000"	"294911017"
"294912012"	"E12yz"	"E12yz00"	"other paranoid states nos"	"191667009"	"294903010"
"294913019"	"E12z"	"E12z.00"	"paranoid psychosis"	"191667009"	"3012206013"
"294917018"	"E130"	"E130.00"	"reactive depressive psychosis"	"191676002"	"294917018"
"294919015"	"E131"	"E131.00"	"acute hysterical psychosis"	"191677006"	"294919015"
"294924017"	"E134"	"E134.00"	"psychogenic paranoid psychosis"	"191680007"	"294924017"
"294926015"	"E13y"	"E13y.00"	"other reactive psychoses"	"231437006"	"346896012"
"294927012"	"E13y0"	"E13y000"	"psychogenic stupor"	"191683009"	"294927012"
"294938012"	"E1410"	"E141000"	"active disintegrative psychoses"	"191692007"	"294938012"
"294939016"	"E1411"	"E141100"	"residual disintegrative psychoses"	"191693002"	"294939016"
"294941015"	"E141z"	"E141z00"	"disintegrative psychosis nos"	"71961003"	"119576018"
"295045015"	"E2111"	"E211100"	"hypomanic personality disorder"	"191753006"	"295045015"
"295395011"	"E26z"	"E26z.00"	"psychosomatic disorder nos"	"31297008"	"52339016"
"296022017"	"Eu2"	"Eu2..00"	"[x]schizophrenia, schizotypal and delusional disorders"	"417601000000102"	"939641000000117"
"296031017"	"Eu203"	"Eu20300"	"undifferentiated schizophrenia"	"111484002"	"178724010"
"296040018"	"Eu20z"	"Eu20z00"	"[x]schizophrenia, unspecified"	"58214004"	"96745016"
"296066015"	"Eu22z"	"Eu22z00"	"[x]persistent delusional disorder, unspecified"	"231487004"	"346958010"
"296083012"	"Eu23y"	"Eu23y00"	"[x]other acute and transient psychotic disorders"	"231489001"	"346960012"
"296095012"	"Eu25y"	"Eu25y00"	"[x]other schizoaffective disorders"	"68890003"	"114425016"
"296096013"	"Eu25z"	"Eu25z00"	"[x]schizoaffective disorder, unspecified"	"68890003"	"114425016"
"296110017"	"Eu301"	"Eu30100"	"mania"	"231494001"	"346965019"
"296118012"	"Eu30y"	"Eu30y00"	"[x]other manic episodes"	"231494001"	"346965019"
"296130018"	"Eu317"	"Eu31700"	"bipolar disorder in remission"	"85248005"	"141328010"
"296135011"	"Eu31z"	"Eu31z00"	"[x]bipolar affective disorder, unspecified"	"13746004"	"2839307017"
"317002019"	"R000z"	"R000z00"	"[d]coma and stupor nos"	"390841000000107"	"889081000000115"
"346895011"	"E13z-1"	"E13z.11"	"psychotic disorder"	"69322001"	"115142010"
"346896012"	"E13-1"	"E13..11"	"reactive psychoses"	"231437006"	"346896012"
"346897015"	"E00y-1"	"E00y.11"	"presbyophrenic psychosis"	"231438001"	"346897015"
"369805011"	"1BH1"	"1BH1.00"	"grandiose delusions"	"247667002"	"369805011"
"401763015"	"E104"	"E104.00"	"acute schizophrenic episode"	"268617001"	"401763015"
"401764014"	"E10y"	"E10y.00"	"other schizophrenia"	"58214004"	"96745016"
"401768012"	"E121"	"E121.00"	"chronic paranoid psychosis"	"268622001"	"401768012"
"401770015"	"E133"	"E133.00"	"acute paranoid reaction"	"268624000"	"401770015"
"401855010"	"Eu20y"	"Eu20y00"	"[x]other schizophrenia"	"58214004"	"96745016"
"401856011"	"Eu21"	"Eu21.00"	"schizotypal personality disorder"	"31027006"	"51933014"
"401857019"	"Eu22y"	"Eu22y00"	"[x]other persistent delusional disorders"	"231487004"	"346958010"
"401859016"	"Eu233"	"Eu23300"	"[x]other acute predominantly delusional psychotic disorders"	"231489001"	"346960012"
"401860014"	"Eu23z"	"Eu23z00"	"[x]acute and transient psychotic disorder, unspecified"	"231489001"	"346960012"
"401863011"	"Eu302"	"Eu30200"	"[x]mania with psychotic symptoms"	"231494001"	"346965019"
"401864017"	"Eu30z"	"Eu30z00"	"[x]manic episode, unspecified"	"268619003"	"401765010"
"401865016"	"Eu31y"	"Eu31y00"	"[x]other bipolar affective disorders"	"13746004"	"23447014"
"401869010"	"Eu323"	"Eu32300"	"[x]severe depressive episode with psychotic symptoms"	"191604000"	"294828015"
"402504012"	"285-1"	"285..11"	"psychotic condition, insight present"	"268957000"	"402504012"
"451128012"	"R000-2"	"R000.12"	"stupor"	"89458003"	"148329011"
"453182018"	"E21yz-1"	"E21yz11"	"manipulative personality"	"309711009"	"453182018"
"460273017"	"ZV110"	"ZV11000"	"[v]personal history of schizophrenia"	"161464003"	"251624012"
"480834016"	"1BH"	"1BH..00"	"delusions"	"2073000"	"480834016"
"502016018"	"E231-1"	"E231.11"	"dipsomania"	"7200002"	"502016018"
"1219653018"	"E10y0"	"E10y000"	"atypical schizophrenia"	"111484002"	"1219653018"
"1227584015"	"ZV111-2"	"ZV11112"	"[v]personal history of manic-depressive psychosis"	"429124005"	"2693532011"
"1234861017"	"E1002"	"E100200"	"chronic schizophrenic"	"83746006"	"1234861017"
"1780205015"	"146D"	"146D.00"	"h/o: manic depressive disorder"	"400998002"	"1780205015"
"2157096015"	"1S42"	"1S42.00"	"manic mood"	"405273008"	"2157096015"
"2548181016"	"1BH3"	"1BH3.00"	"paranoid ideation"	"417233008"	"2548181016"
"2549129012"	"225E"	"225E.00"	"o/e - paranoid delusions"	"416611006"	"2549129012"
"2549426013"	"225F"	"225F.00"	"o/e - delusion of persecution"	"416890005"	"2549426013"
"78531000006116"	"E1070"	"E107000"	"unspecified schizo-affective schizophrenia"	"191567000"	"294772013"
"82091000006116"	"E1175"	"E117500"	"bipolar disorder in partial remission"	"5703000"	"10501015"
"82151000006114"	"E1173"	"E117300"	"severe bipolar disorder without psychotic features"	"53049002"	"88241016"
"82171000006116"	"E1174"	"E117400"	"severe bipolar disorder with psychotic features"	"4441000"	"7545018"
"123611000006110"	"E1071"	"E107100"	"subchronic schizo-affective schizophrenia"	"191569002"	"294775010"
"155141000006116"	"E107"	"E107.00"	"schizoaffective schizophrenia"	"191567000"	"294772013"
"155151000006119"	"E1075"	"E107500"	"schizoaffective schizophrenia in remission"	"191574005"	"294780018"
"155161000006117"	"E107z"	"E107z00"	"schizo-affective schizophrenia nos"	"191567000"	"294772013"
"155281000006119"	"E2122"	"E212200"	"schizotypal personality"	"31027006"	"51933014"
"161371000006118"	"E121-1"	"E121.11"	"sander's disease"	"268622001"	"401768012"
"169061000006112"	"E106-1"	"E106.11"	"restzustand - schizophrenia"	"26025008"	"43595011"
"182861000006110"	"E1115"	"E111500"	"recurrent manic episodes, in partial remission"	"764671000000105"	"1696341000000111"
"182871000006115"	"E1113"	"E111300"	"recurrent manic episodes, severe"	"764621000000106"	"1696241000000116"
"215841000000114"	"Eu220"	"Eu22000"	"delusional disorder"	"48500005"	"80801017"
"215851000000112"	"Eu220-1"	"Eu22011"	"[x]paranoid psychosis"	"191667009"	"3012206013"
"215871000000115"	"Eu220-5"	"Eu22015"	"[x]paranoia"	"417233008"	"2548181016"
"223601000000119"	"E11-3"	"E11..13"	"manic psychosis"	"231494001"	"346966018"
"243361000006117"	"E12"	"E12..00"	"paranoid disorder"	"191667009"	"294903010"
"292141000006118"	"R0005"	"R000500"	"[d] stupor"	"89458003"	"148329011"
"300411000000110"	"146H"	"146H.00"	"h/o: psychosis"	"198991000000103"	"300411000000110"
"300931000000113"	"8HHs"	"8HHs.00"	"referral to psychosis early intervention service"	"199191000000109"	"300931000000113"
"359091000006115"	"Eu02z-2"	"Eu02z12"	"[x] presenile psychosis nos"	"268612007"	"401757012"
"359161000006110"	"Eu02z-5"	"Eu02z15"	"[x] senile psychosis nos"	"268612007"	"401757012"
"362221000006114"	"Eu04-3"	"Eu04.13"	"[x]acute / subacute infective psychosis"	"191502008"	"294700016"
"362271000006110"	"Eu23"	"Eu23.00"	"acute transient psychotic disorder"	"231489001"	"346960012"
"362381000006115"	"Eu231"	"Eu23100"	"acute polymorphic psychotic disorder co-occurrent with symptoms of schizophrenia"	"712850003"	"3286050012"
"362391000006117"	"Eu230"	"Eu23000"	"acute polymorphic psychotic disorder without symptoms of schizophrenia"	"712824002"	"3286009016"
"362421000006113"	"Eu232"	"Eu23200"	"acute schizophrenia-like psychotic disorder"	"278853003"	"415877014"
"362781000006116"	"Eu3z-1"	"Eu3z.11"	"[x]affective psychosis nos"	"46206005"	"77054013"
"366571000006114"	"Eu203-1"	"Eu20311"	"[x]atypical schizophrenia"	"111484002"	"1219653018"
"367051000006112"	"Eu314"	"Eu31400"	"severe depressed bipolar i disorder without psychotic features"	"61403008"	"102016011"
"367061000006114"	"Eu315"	"Eu31500"	"psychosis and severe depression co-occurrent and due to bipolar affective disorder"	"765176007"	"3657334019"
"367071000006119"	"Eu312"	"Eu31200"	"bipolar affective disorder, currently manic, severe, with psychosis"	"191623007"	"294852010"
"367081000006116"	"Eu311"	"Eu31100"	"[x]bipolar affect disorder cur epi manic wout psychotic symp"	"191618007"	"294846014"
"367091000006118"	"Eu313"	"Eu31300"	"[x]bipolar affect disorder cur epi mild or moderate depressn"	"191630001"	"294863013"
"367101000006112"	"Eu31"	"Eu31.00"	"bipolar affective disorder"	"13746004"	"2839307017"
"367111000006110"	"Eu310"	"Eu31000"	"bipolar affective disorder, current episode hypomanic"	"31446002"	"484876019"
"367121000006119"	"Eu316"	"Eu31600"	"[x]bipolar affective disorder, current episode mixed"	"192362008"	"296129011"
"367161000006113"	"Eu31y-1"	"Eu31y11"	"[x]bipolar ii disorder"	"83225003"	"138029017"
"367951000006113"	"Eu21-2"	"Eu21.12"	"borderline schizophrenia"	"274952002"	"410869013"
"367961000006110"	"Eu230-1"	"Eu23011"	"[x]bouffee delirante"	"63204009"	"2820485012"
"367971000006115"	"Eu231-1"	"Eu23111"	"[x]bouffee delirante with symptoms of schizophrenia"	"712850003"	"3286050012"
"368001000006112"	"Eu232-1"	"Eu23211"	"[x]brief schizophreniform disorder"	"278853003"	"415877014"
"368011000006110"	"Eu232-2"	"Eu23212"	"[x]brief schizophrenifrm psych"	"278853003"	"415877014"
"370451000006110"	"Eu202"	"Eu20200"	"[x]catatonic schizophrenia"	"191542003"	"294742019"
"370461000006112"	"Eu202-1"	"Eu20211"	"[x]catatonic stupor"	"191542003"	"294742019"
"370631000006117"	"Eu20y-1"	"Eu20y11"	"[x]cenesthopathic schizophrenia"	"58214004"	"96745016"
"370981000006112"	"Eu2y-1"	"Eu2y.11"	"[x]chronic hallucinatory psychosis"	"480111000000107"	"885251000000119"
"371031000006115"	"Eu205-1"	"Eu20511"	"[x]chronic undifferentiated schizophrenia"	"111484002"	"178724010"
"376251000006112"	"Eu252-1"	"Eu25211"	"[x]cyclic schizophrenia"	"270901009"	"405368015"
"376271000006119"	"Eu230-2"	"Eu23012"	"[x]cycloid psychosis"	"307417003"	"450678015"
"376281000006116"	"Eu231-2"	"Eu23112"	"cycloid psychosis"	"307417003"	"450678015"
"376501000006110"	"Eu22y-1"	"Eu22y11"	"[x]delusional dysmorphophobia"	"231487004"	"346958010"
"377081000006114"	"Eu102-3"	"Eu10213"	"[x]dipsomania"	"66590003"	"500478011"
"377461000006113"	"Eu843-2"	"Eu84312"	"[x]disintegrative psychosis"	"35919005"	"59939011"
"378051000006119"	"Eu201-1"	"Eu20111"	"[x]disorganised schizophrenia"	"35252006"	"486103011"
"378151000006115"	"Eu442"	"Eu44200"	"[x]dissociative stupor"	"276300008"	"412382017"
"379411000006119"	"Eu452-2"	"Eu45212"	"[x]dysmorphophobia nondelusional"	"18193002"	"30729012"
"379771000006116"	"Eu333-1"	"Eu33311"	"[x]endogenous depression with psychotic symptoms"	"73867007"	"122670017"
"379901000006113"	"Eu05y-1"	"Eu05y11"	"[x]epileptic psychosis nos"	"111479008"	"178719012"
"380231000006114"	"Eu600-1"	"Eu60011"	"[x]expansive paranoid personality disorder"	"13601005"	"23211011"
"386711000006110"	"Eu600-2"	"Eu60012"	"[x]fanatic paranoid personality disorder"	"13601005"	"23211011"
"387071000006117"	"Eu24-1"	"Eu24.11"	"[x]folie a deux"	"191670008"	"294908018"
"388741000006110"	"Eu201"	"Eu20100"	"[x]hebephrenic schizophrenia"	"35252006"	"2881679010"
"389401000006111"	"Eu300"	"Eu30000"	"hypomania"	"231496004"	"346969013"
"389451000006110"	"Eu44-4"	"Eu44.14"	"[x]hysterical psychosis"	"44376007"	"74016017"
"389641000006110"	"Eu24"	"Eu24.00"	"induced delusional disorder"	"61831009"	"499134014"
"389651000006112"	"Eu24-2"	"Eu24.12"	"[x]induced paranoid disorder"	"61831009"	"499136011"
"389661000006114"	"Eu24-3"	"Eu24.13"	"[x]induced psychotic disorder"	"61831009"	"499134014"
"394461000006110"	"Eu22y-2"	"Eu22y12"	"[x]involutional paranoid state"	"231487004"	"346958010"
"395021000006111"	"Eu21-3"	"Eu21.13"	"[x]latent schizophrenia"	"191559008"	"294764011"
"395031000006114"	"Eu21-1"	"Eu21.11"	"[x]latent schizophrenic reaction"	"191559008"	"294764011"
"396071000006119"	"Eu31-3"	"Eu31.13"	"[x]manic-depressive reaction"	"13746004"	"23447014"
"396691000006111"	"Eu30z-1"	"Eu30z11"	"[x]mania nos"	"268619003"	"401765010"
"396701000006111"	"Eu302-1"	"Eu30211"	"[x]mania with mood-congruent psychotic symptoms"	"231494001"	"346965019"
"396711000006114"	"Eu302-2"	"Eu30212"	"[x]mania with mood-incongruent psychotic symptoms"	"231494001"	"346965019"
"396741000006113"	"Eu30"	"Eu30.00"	"[x]manic episode"	"268619003"	"401765010"
"396761000006112"	"Eu302-3"	"Eu30213"	"[x]manic stupor"	"231494001"	"346965019"
"396771000006117"	"Eu332-3"	"Eu33213"	"[x] manic-depressive psychosis, depressed type without psychotic symptoms"	"36474008"	"60885016"
"396781000006119"	"Eu333-2"	"Eu33312"	"[x]manic-depress psychosis,depressed type+psychotic symptoms"	"765176007"	"3657334019"
"396791000006116"	"Eu31-1"	"Eu31.11"	"manic-depressive illness"	"13746004"	"1221012010"
"396801000006115"	"Eu31-2"	"Eu31.12"	"manic-depressive psychosis"	"13746004"	"1221011015"
"397181000006117"	"Eu177"	"Eu17700"	"[x]mental and behavioural disorders due to use of tobacco: residual and late-onset psychotic disorder"	"30310000"	"50736017"
"397591000006114"	"Eu165"	"Eu16500"	"[x]mental and behavioural disorders due to use of hallucinogens: psychotic disorder"	"943131000000102"	"2412891000000113"
"397601000006118"	"Eu135"	"Eu13500"	"[x]mental and behavioural disorders due to use of sedatives or hypnotics: psychotic disorder"	"943091000000100"	"2412811000000116"
"397681000006110"	"Eu175"	"Eu17500"	"[x]mental and behavioural disorders due to use of tobacco: psychotic disorder"	"30310000"	"50736017"
"398281000006112"	"Eu155"	"Eu15500"	"[x]mental and behavioural disorders due to use of other stimulants, including caffeine: psychotic disorder"	"762325009"	"3636410011"
"398541000006116"	"Eu3y0-1"	"Eu3y011"	"bipolar affective disorder , current episode mixed"	"192362008"	"296129011"
"398631000006113"	"Eu252-2"	"Eu25212"	"mixed schizophrenic and affective pschosis"	"270901009"	"405369011"
"398741000006114"	"Eu157"	"Eu15700"	"[x]mental and behavioural disorders due to use of other stimulants, including caffeine: residual and late onset psychotic disorder"	"762325009"	"3636410011"
"399111000006118"	"Eu450-1"	"Eu45011"	"[x]multiple psychosomatic disorder"	"397923000"	"1774451016"
"418181000006110"	"Eu22y-3"	"Eu22y13"	"[x]paranoia querulans"	"231487004"	"346958010"
"418201000006111"	"Eu600"	"Eu60000"	"[x]paranoid personality disorder"	"13601005"	"23211011"
"418221000006118"	"Eu200"	"Eu20000"	"[x]paranoid schizophrenia"	"64905009"	"107878010"
"418231000006115"	"Eu220-2"	"Eu22012"	"[x]paranoid state"	"191667009"	"294903010"
"418251000006110"	"Eu220-3"	"Eu22013"	"late paraphrenia"	"38295006"	"1229409019"
"418261000006112"	"Eu200-1"	"Eu20011"	"[x]paraphrenic schizophrenia"	"64905009"	"1232626010"
"419861000006117"	"Eu22"	"Eu22.00"	"persistent delusional disorder"	"231487004"	"346958010"
"423041000006119"	"Eu204"	"Eu20400"	"[x]post-schizophrenic depression"	"231485007"	"346956014"
"423271000006116"	"Eu21-4"	"Eu21.14"	"prepsychotic schizophrenia"	"247804008"	"369984013"
"423471000006117"	"Eu21-5"	"Eu21.15"	"prodromal schizophrenia"	"247804008"	"369985014"
"423731000006114"	"Eu21-6"	"Eu21.16"	"[x]pseudoneurotic schizophrenia"	"31027006"	"51933014"
"423741000006116"	"Eu21-7"	"Eu21.17"	"[x]pseudopsychopathic schizophrenia"	"31027006"	"51933014"
"424071000006112"	"Eu233-2"	"Eu23312"	"[x]psychogenic paranoid psychosis"	"191680007"	"294924017"
"424231000006116"	"Eu2z-1"	"Eu2z.11"	"psychotic"	"69322001"	"2920943016"
"424241000006114"	"Eu45z-1"	"Eu45z11"	"[x]psychosomatic disorder nos"	"31297008"	"52339016"
"424281000006115"	"Eu531-1"	"Eu53111"	"[x]puerperal psychosis nos"	"199260001"	"306152013"
"424541000006111"	"Eu333-3"	"Eu33313"	"[x]recurr severe episodes/major depression+psychotic symptom"	"28475009"	"47670016"
"424551000006113"	"Eu333-4"	"Eu33314"	"[x]recurr severe episodes/psychogenic depressive psychosis"	"191613003"	"294840015"
"424661000006111"	"Eu31y-2"	"Eu31y12"	"[x]recurrent manic episodes"	"191590005"	"294810017"
"424671000006116"	"Eu333-5"	"Eu33315"	"[x]recurrent severe episodes of psychotic depression"	"191613003"	"294840015"
"424681000006118"	"Eu333-6"	"Eu33316"	"recurrent reactive depressive episodes, severe, with psychosis"	"1086471000000103"	"2721771000000114"
"424841000006113"	"Eu205"	"Eu20500"	"[x]residual schizophrenia"	"26025008"	"43595011"
"424931000006113"	"Eu205-2"	"Eu20512"	"[x]restzustand schizophrenic"	"26025008"	"43595011"
"425501000006113"	"Eu251"	"Eu25100"	"schizoaffective disorder, depressive type"	"84760002"	"140519016"
